,Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price,Price_d,used,Reviews_d,price_drop,Mileages_d,group,test,year,Manufacture,model_name
1,2015 Chevrolet Corvette Stingray Z51,"29,192 mi.",3.7,(3 reviews),Used,$277 price drop,"$52,000",52000.0,1.0,3.0,277.0,29192.0,180.0,"['2015', 'Chevrolet', 'Corvette', 'Stingray', 'Z51']",2015,Chevrolet,"['Corvette', 'Stingray', 'Z51']"
2,2020 Jeep Grand Cherokee Overland,"53,561 mi.",4.8,"(1,147 reviews)",Used,"$2,000 price drop","$41,998",41998.0,1.0,1147.0,2000.0,53561.0,1243.0,"['2020', 'Jeep', 'Grand', 'Cherokee', 'Overland']",2020,Jeep,"['Grand', 'Cherokee', 'Overland']"
3,2019 Audi A7 3.0T Prestige,"46,664 mi.",4.9,"(1,831 reviews)",Used,"$2,090 price drop","$62,750",62750.0,1.0,1831.0,2090.0,46664.0,717.0,"['2019', 'Audi', 'A7', '3.0T', 'Prestige']",2019,Audi,"['A7', '3.0T', 'Prestige']"
4,2017 Ford Mustang GT Premium,"21,726 mi.",4.0,(409 reviews),Used,$200 price drop,"$29,995",29995.0,1.0,409.0,200.0,21726.0,390.0,"['2017', 'Ford', 'Mustang', 'GT', 'Premium']",2017,Ford,"['Mustang', 'GT', 'Premium']"
5,2016 Jeep Grand Cherokee Limited,"66,514 mi.",4.6,"(1,348 reviews)",Used,"$2,000 price drop","$26,499",26499.0,1.0,1348.0,2000.0,66514.0,297.0,"['2016', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2016,Jeep,"['Grand', 'Cherokee', 'Limited']"
6,2018 Jeep Grand Cherokee High Altitude,"52,607 mi.",3.3,(329 reviews),Used,"$2,074 price drop","$39,944",39944.0,1.0,329.0,2074.0,52607.0,597.0,"['2018', 'Jeep', 'Grand', 'Cherokee', 'High', 'Altitude']",2018,Jeep,"['Grand', 'Cherokee', 'High', 'Altitude']"
7,2016 Ford Fusion SE,"45,046 mi.",4.3,(73 reviews),Ford Certified,"$2,250 price drop","$14,756",14756.0,0.0,73.0,2250.0,45046.0,276.0,"['2016', 'Ford', 'Fusion', 'SE']",2016,Ford,"['Fusion', 'SE']"
8,2021 Ford F-150 Raptor,"43,502 mi.",3.5,(193 reviews),Used,$890 price drop,"$123,500",123500.0,1.0,193.0,890.0,43502.0,1486.0,"['2021', 'Ford', 'F-150', 'Raptor']",2021,Ford,"['F-150', 'Raptor']"
9,2019 GMC Yukon Denali,"5,386 mi.",4.7,(267 reviews),Used,"$5,000 price drop","$61,974",61974.0,1.0,267.0,5000.0,5386.0,834.0,"['2019', 'GMC', 'Yukon', 'Denali']",2019,GMC,"['Yukon', 'Denali']"
10,2022 Kia Telluride SX,"62,129 mi.",4.8,"(1,305 reviews)",Used,$110 price drop,"$54,500",54500.0,1.0,1305.0,110.0,62129.0,1720.0,"['2022', 'Kia', 'Telluride', 'SX']",2022,Kia,"['Telluride', 'SX']"
11,2018 Jeep Wrangler Unlimited Sport,"10,100 mi.",4.6,(317 reviews),Jeep Certified,"$2,000 price drop","$36,277",36277.0,0.0,317.0,2000.0,10100.0,603.0,"['2018', 'Jeep', 'Wrangler', 'Unlimited', 'Sport']",2018,Jeep,"['Wrangler', 'Unlimited', 'Sport']"
12,2015 Toyota 4Runner Limited,"68,884 mi.",4.4,(580 reviews),Used,"$3,200 price drop","$33,050",33050.0,1.0,580.0,3200.0,68884.0,229.0,"['2015', 'Toyota', '4Runner', 'Limited']",2015,Toyota,"['4Runner', 'Limited']"
13,2020 Toyota Camry SE,"57,311 mi.",5.0,(3 reviews),Used,$738 price drop,"$33,677",33677.0,1.0,3.0,738.0,57311.0,1362.0,"['2020', 'Toyota', 'Camry', 'SE']",2020,Toyota,"['Camry', 'SE']"
14,2016 INFINITI Q50 3.0T Red Sport 400,"21,713 mi.",4.7,"(1,338 reviews)",Used,"$1,489 price drop","$28,900",28900.0,1.0,1338.0,1489.0,21713.0,294.0,"['2016', 'INFINITI', 'Q50', '3.0T', 'Red', 'Sport', '400']",2016,INFINITI,"['Q50', '3.0T', 'Red', 'Sport', '400']"
15,2017 Ford F-150 Raptor,"74,765 mi.",5.0,(1 review),Used,$340 price drop,"$56,999",56999.0,1.0,1.0,340.0,74765.0,385.0,"['2017', 'Ford', 'F-150', 'Raptor']",2017,Ford,"['F-150', 'Raptor']"
16,2013 Lexus GS 350 Base,"66,000 mi.",4.7,(659 reviews),Used,$670 price drop,"$16,990",16990.0,1.0,659.0,670.0,66000.0,111.0,"['2013', 'Lexus', 'GS', '350', 'Base']",2013,Lexus,"['GS', '350', 'Base']"
17,2021 Mitsubishi Mirage ES,"48,605 mi.",3.3,(239 reviews),Used,$499 price drop,"$15,165",15165.0,1.0,239.0,499.0,48605.0,1604.0,"['2021', 'Mitsubishi', 'Mirage', 'ES']",2021,Mitsubishi,"['Mirage', 'ES']"
18,2022 Subaru Outback Touring,"19,844 mi.",4.6,"(2,411 reviews)",Used,$400 price drop,"$39,747",39747.0,1.0,2411.0,400.0,19844.0,1729.0,"['2022', 'Subaru', 'Outback', 'Touring']",2022,Subaru,"['Outback', 'Touring']"
19,2017 Lexus ES 350 Base,"28,271 mi.",3.7,(3 reviews),Used,$240 price drop,"$29,500",29500.0,1.0,3.0,240.0,28271.0,436.0,"['2017', 'Lexus', 'ES', '350', 'Base']",2017,Lexus,"['ES', '350', 'Base']"
20,2021 Toyota Land Cruiser Heritage Edition,"56,748 mi.",4.1,(57 reviews),Used,$500 price drop,"$97,900",97900.0,1.0,57.0,500.0,56748.0,1655.0,"['2021', 'Toyota', 'Land', 'Cruiser', 'Heritage', 'Edition']",2021,Toyota,"['Land', 'Cruiser', 'Heritage', 'Edition']"
21,2017 BMW M3 Base,"11,194 mi.",4.7,(743 reviews),Used,$284 price drop,"$53,789",53789.0,1.0,743.0,284.0,11194.0,351.0,"['2017', 'BMW', 'M3', 'Base']",2017,BMW,"['M3', 'Base']"
22,2011 Toyota Avalon Limited,"19,847 mi.",4.6,(33 reviews),Used,"$1,896 price drop","$8,999",8999.0,1.0,33.0,1896.0,19847.0,54.0,"['2011', 'Toyota', 'Avalon', 'Limited']",2011,Toyota,"['Avalon', 'Limited']"
23,2020 Ford Mustang EcoBoost Premium,"178,400 mi.",4.7,(738 reviews),Used,"$2,469 price drop","$30,223",30223.0,1.0,738.0,2469.0,178400.0,1182.0,"['2020', 'Ford', 'Mustang', 'EcoBoost', 'Premium']",2020,Ford,"['Mustang', 'EcoBoost', 'Premium']"
24,2019 Acura ILX Technology & A-Spec,"45,111 mi.",4.7,"(2,792 reviews)",Used,$620 price drop,"$24,995",24995.0,1.0,2792.0,620.0,45111.0,699.0,"['2019', 'Acura', 'ILX', 'Technology', '&', 'A-Spec']",2019,Acura,"['ILX', 'Technology', '&', 'A-Spec']"
25,2019 Subaru Outback 3.6R Touring,"41,045 mi.",4.4,(39 reviews),Used,$248 price drop,"$32,900",32900.0,1.0,39.0,248.0,41045.0,1022.0,"['2019', 'Subaru', 'Outback', '3.6R', 'Touring']",2019,Subaru,"['Outback', '3.6R', 'Touring']"
26,2018 Nissan Frontier S,"19,181 mi.",4.7,"(1,338 reviews)",Used,"$1,067 price drop","$29,997",29997.0,1.0,1338.0,1067.0,19181.0,645.0,"['2018', 'Nissan', 'Frontier', 'S']",2018,Nissan,"['Frontier', 'S']"
27,2020 Lamborghini Urus Base,"21,256 mi.",4.8,"(1,666 reviews)",Used,"$1,000 price drop","$280,000",280000.0,1.0,1666.0,1000.0,21256.0,1256.0,"['2020', 'Lamborghini', 'Urus', 'Base']",2020,Lamborghini,"['Urus', 'Base']"
28,2014 Nissan Leaf SL,"6,105 mi.",3.7,(3 reviews),Used,$887 price drop,"$15,990",15990.0,1.0,3.0,887.0,6105.0,158.0,"['2014', 'Nissan', 'Leaf', 'SL']",2014,Nissan,"['Leaf', 'SL']"
29,2017 Nissan Rogue SV,"59,878 mi.",3.7,(3 reviews),Used,"$1,503 price drop","$24,688",24688.0,1.0,3.0,1503.0,59878.0,463.0,"['2017', 'Nissan', 'Rogue', 'SV']",2017,Nissan,"['Rogue', 'SV']"
30,2017 Chevrolet Silverado 1500 LTZ,"48,980 mi.",4.2,(420 reviews),Used,$300 price drop,"$37,991",37991.0,1.0,420.0,300.0,48980.0,367.0,"['2017', 'Chevrolet', 'Silverado', '1500', 'LTZ']",2017,Chevrolet,"['Silverado', '1500', 'LTZ']"
31,2021 GMC Yukon Denali,"52,383 mi.",4.7,(768 reviews),Used,$229 price drop,"$89,888",89888.0,1.0,768.0,229.0,52383.0,1501.0,"['2021', 'GMC', 'Yukon', 'Denali']",2021,GMC,"['Yukon', 'Denali']"
32,2021 Mitsubishi Mirage ES,"14,599 mi.",4.0,(33 reviews),Used,$860 price drop,"$15,185",15185.0,1.0,33.0,860.0,14599.0,1604.0,"['2021', 'Mitsubishi', 'Mirage', 'ES']",2021,Mitsubishi,"['Mirage', 'ES']"
33,2020 Acura MDX 3.5L,"23,028 mi.",4.7,"(1,170 reviews)",Acura Certified,$700 price drop,"$39,420",39420.0,0.0,1170.0,700.0,23028.0,1074.0,"['2020', 'Acura', 'MDX', '3.5L']",2020,Acura,"['MDX', '3.5L']"
34,2020 Jeep Grand Cherokee Limited,"23,967 mi.",4.6,(478 reviews),Used,"$2,109 price drop","$34,750",34750.0,1.0,478.0,2109.0,23967.0,1242.0,"['2020', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2020,Jeep,"['Grand', 'Cherokee', 'Limited']"
35,2015 BMW X5 M Base,"28,515 mi.",4.7,(0 reviews),Used,"$1,000 price drop","$45,950",45950.0,1.0,0.0,1000.0,28515.0,177.0,"['2015', 'BMW', 'X5', 'M', 'Base']",2015,BMW,"['X5', 'M', 'Base']"
36,2019 Honda CR-V EX,"70,029 mi.",4.7,"(2,892 reviews)",Used,"$1,346 price drop","$31,074",31074.0,1.0,2892.0,1346.0,70029.0,841.0,"['2019', 'Honda', 'CR-V', 'EX']",2019,Honda,"['CR-V', 'EX']"
37,2020 Ford Edge Sport,"11,190 mi.",3.4,"(1,338 reviews)",Ford Certified,"$1,119 price drop","$44,500",44500.0,0.0,1338.0,1119.0,11190.0,1160.0,"['2020', 'Ford', 'Edge', 'Sport']",2020,Ford,"['Edge', 'Sport']"
38,2017 Kia Sorento LX,953 mi.,4.8,(17 reviews),Used,$662 price drop,"$21,006",21006.0,1.0,17.0,662.0,953.0,427.0,"['2017', 'Kia', 'Sorento', 'LX']",2017,Kia,"['Sorento', 'LX']"
39,2021 Lexus ES 350 F Sport,"61,582 mi.",5.0,"(1,210 reviews)",Used,$511 price drop,"$48,377",48377.0,1.0,1210.0,511.0,61582.0,1564.0,"['2021', 'Lexus', 'ES', '350', 'F', 'Sport']",2021,Lexus,"['ES', '350', 'F', 'Sport']"
40,2020 Kia Telluride EX,"21,040 mi.",4.4,(2 reviews),Used,"$4,360 price drop","$46,801",46801.0,1.0,2.0,4360.0,21040.0,1254.0,"['2020', 'Kia', 'Telluride', 'EX']",2020,Kia,"['Telluride', 'EX']"
42,2022 Toyota Highlander Hybrid Platinum,"36,864 mi.",4.8,(727 reviews),Used,"$2,000 price drop","$62,000",62000.0,1.0,727.0,2000.0,36864.0,1740.0,"['2022', 'Toyota', 'Highlander', 'Hybrid', 'Platinum']",2022,Toyota,"['Highlander', 'Hybrid', 'Platinum']"
43,2019 Ford Expedition Max Platinum,379 mi.,4.9,"(1,831 reviews)",Used,"$2,508 price drop","$62,998",62998.0,1.0,1831.0,2508.0,379.0,809.0,"['2019', 'Ford', 'Expedition', 'Max', 'Platinum']",2019,Ford,"['Expedition', 'Max', 'Platinum']"
44,2022 Tesla Model S Base,"35,661 mi.",4.5,(164 reviews),Used,"$1,045 price drop","$108,950",108950.0,1.0,164.0,1045.0,35661.0,1731.0,"['2022', 'Tesla', 'Model', 'S', 'Base']",2022,Tesla,"['Model', 'S', 'Base']"
45,2019 Land Rover Range Rover Velar P250 S,"2,343 mi.",3.7,(3 reviews),Used,$156 price drop,"$50,500",50500.0,1.0,3.0,156.0,2343.0,907.0,"['2019', 'Land', 'Rover', 'Range', 'Rover', 'Velar', 'P250', 'S']",2019,Land,"['Rover', 'Range', 'Rover', 'Velar', 'P250', 'S']"
46,2019 Lexus RC 300 ,"30,989 mi.",4.9,"(3,443 reviews)",Used,"$1,287 price drop","$35,998",35998.0,1.0,3443.0,1287.0,30989.0,925.0,"['2019', 'Lexus', 'RC', '300', '']",2019,Lexus,"['RC', '300', '']"
47,2021 Tesla Model Y Long Range,"37,236 mi.",4.9,"(4,176 reviews)",Used,"$4,000 price drop","$68,984",68984.0,1.0,4176.0,4000.0,37236.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
48,2021 Tesla Model Y Long Range,"10,689 mi.",4.6,(871 reviews),Used,$844 price drop,"$68,995",68995.0,1.0,871.0,844.0,10689.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
49,2021 Hyundai Elantra Limited,"11,852 mi.",4.2,(70 reviews),Used,$100 price drop,"$29,000",29000.0,1.0,70.0,100.0,11852.0,1519.0,"['2021', 'Hyundai', 'Elantra', 'Limited']",2021,Hyundai,"['Elantra', 'Limited']"
50,2019 Honda Accord Sport,"13,655 mi.",4.7,(848 reviews),Used,$600 price drop,"$23,981",23981.0,1.0,848.0,600.0,13655.0,840.0,"['2019', 'Honda', 'Accord', 'Sport']",2019,Honda,"['Accord', 'Sport']"
51,2019 Mazda CX-9 Touring,"43,809 mi.",4.5,(8 reviews),Used,$420 price drop,"$32,199",32199.0,1.0,8.0,420.0,43809.0,950.0,"['2019', 'Mazda', 'CX-9', 'Touring']",2019,Mazda,"['CX-9', 'Touring']"
52,2020 Ford F-150 Lariat,"27,261 mi.",3.7,(3 reviews),Ford Certified,$361 price drop,"$52,151",52151.0,0.0,3.0,361.0,27261.0,1171.0,"['2020', 'Ford', 'F-150', 'Lariat']",2020,Ford,"['F-150', 'Lariat']"
53,2013 BMW 335 i,"25,706 mi.",4.4,(107 reviews),Used,"$2,997 price drop","$19,650",19650.0,1.0,107.0,2997.0,25706.0,93.0,"['2013', 'BMW', '335', 'i']",2013,BMW,"['335', 'i']"
54,2012 Mercedes-Benz E-Class E 350,"80,570 mi.",4.7,(450 reviews),Used,"$6,000 price drop","$16,495",16495.0,1.0,450.0,6000.0,80570.0,82.0,"['2012', 'Mercedes-Benz', 'E-Class', 'E', '350']",2012,Mercedes-Benz,"['E-Class', 'E', '350']"
55,2019 Honda CR-V EX-L,"49,605 mi.",4.7,(682 reviews),Used,"$1,600 price drop","$29,977",29977.0,1.0,682.0,1600.0,49605.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
56,2013 Mercedes-Benz SL-Class SL 550,"34,795 mi.",2.0,(34 reviews),Used,"$4,000 price drop","$37,426",37426.0,1.0,34.0,4000.0,34795.0,114.0,"['2013', 'Mercedes-Benz', 'SL-Class', 'SL', '550']",2013,Mercedes-Benz,"['SL-Class', 'SL', '550']"
57,2018 BMW 320 i xDrive,"45,281 mi.",4.4,"(2,734 reviews)",Used,"$1,040 price drop","$23,698",23698.0,1.0,2734.0,1040.0,45281.0,514.0,"['2018', 'BMW', '320', 'i', 'xDrive']",2018,BMW,"['320', 'i', 'xDrive']"
58,2019 Toyota Highlander LE,"65,946 mi.",4.3,(903 reviews),Used,"$1,250 price drop","$28,995",28995.0,1.0,903.0,1250.0,65946.0,1038.0,"['2019', 'Toyota', 'Highlander', 'LE']",2019,Toyota,"['Highlander', 'LE']"
59,2021 Tesla Model Y Long Range,"65,285 mi.",4.4,(175 reviews),Used,$700 price drop,"$71,999",71999.0,1.0,175.0,700.0,65285.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
60,2015 Toyota Avalon XLE Touring,"13,060 mi.",4.7,(235 reviews),Used,$500 price drop,"$19,980",19980.0,1.0,235.0,500.0,13060.0,232.0,"['2015', 'Toyota', 'Avalon', 'XLE', 'Touring']",2015,Toyota,"['Avalon', 'XLE', 'Touring']"
61,2018 Audi S4 3.0T Premium Plus,"63,056 mi.",4.9,(630 reviews),Used,"$1,000 price drop","$41,700",41700.0,1.0,630.0,1000.0,63056.0,512.0,"['2018', 'Audi', 'S4', '3.0T', 'Premium', 'Plus']",2018,Audi,"['S4', '3.0T', 'Premium', 'Plus']"
62,2016 Volvo XC60 T6 Premier Plus,"21,728 mi.",4.6,"(1,811 reviews)",Used,$701 price drop,"$25,990",25990.0,1.0,1811.0,701.0,21728.0,334.0,"['2016', 'Volvo', 'XC60', 'T6', 'Premier', 'Plus']",2016,Volvo,"['XC60', 'T6', 'Premier', 'Plus']"
63,2017 Kia Optima EX,"58,777 mi.",4.1,(882 reviews),Used,"$6,090 price drop","$17,500",17500.0,1.0,882.0,6090.0,58777.0,426.0,"['2017', 'Kia', 'Optima', 'EX']",2017,Kia,"['Optima', 'EX']"
64,2020 Porsche Macan S,"30,640 mi.",3.7,(54 reviews),Used,"$2,172 price drop","$67,995",67995.0,1.0,54.0,2172.0,30640.0,1337.0,"['2020', 'Porsche', 'Macan', 'S']",2020,Porsche,"['Macan', 'S']"
65,2019 Toyota 4Runner Limited,"15,742 mi.",4.9,"(3,116 reviews)",Toyota Certified,$500 price drop,"$40,887",40887.0,0.0,3116.0,500.0,15742.0,1026.0,"['2019', 'Toyota', '4Runner', 'Limited']",2019,Toyota,"['4Runner', 'Limited']"
66,2021 GMC Yukon Denali,"37,805 mi.",4.8,(992 reviews),Used,$326 price drop,"$84,489",84489.0,1.0,992.0,326.0,37805.0,1501.0,"['2021', 'GMC', 'Yukon', 'Denali']",2021,GMC,"['Yukon', 'Denali']"
67,2013 Lexus ES 350 Base,"13,407 mi.",2.8,(95 reviews),Used,"$1,255 price drop","$14,899",14899.0,1.0,95.0,1255.0,13407.0,110.0,"['2013', 'Lexus', 'ES', '350', 'Base']",2013,Lexus,"['ES', '350', 'Base']"
68,2020 Mazda Mazda6 Sport,"54,767 mi.",4.5,(15 reviews),Used,"$3,700 price drop","$29,998",29998.0,1.0,15.0,3700.0,54767.0,1295.0,"['2020', 'Mazda', 'Mazda6', 'Sport']",2020,Mazda,"['Mazda6', 'Sport']"
69,2010 Lexus ES 350 Base,"35,332 mi.",4.6,(922 reviews),Used,$500 price drop,"$9,799",9799.0,1.0,922.0,500.0,35332.0,38.0,"['2010', 'Lexus', 'ES', '350', 'Base']",2010,Lexus,"['ES', '350', 'Base']"
70,2019 Honda Pilot EX-L,"95,734 mi.",4.6,(670 reviews),Used,$600 price drop,"$36,631",36631.0,1.0,670.0,600.0,95734.0,856.0,"['2019', 'Honda', 'Pilot', 'EX-L']",2019,Honda,"['Pilot', 'EX-L']"
71,2013 Mercedes-Benz S-Class S 550 4MATIC,"18,074 mi.",4.7,(660 reviews),Used,$499 price drop,"$25,777",25777.0,1.0,660.0,499.0,18074.0,113.0,"['2013', 'Mercedes-Benz', 'S-Class', 'S', '550', '4MATIC']",2013,Mercedes-Benz,"['S-Class', 'S', '550', '4MATIC']"
72,2020 Mercedes-Benz G-Class G 550 4MATIC,"84,647 mi.",4.9,(312 reviews),Used,$153 price drop,"$149,990",149990.0,1.0,312.0,153.0,84647.0,1308.0,"['2020', 'Mercedes-Benz', 'G-Class', 'G', '550', '4MATIC']",2020,Mercedes-Benz,"['G-Class', 'G', '550', '4MATIC']"
73,2019 Mercedes-Benz C-Class C 300,"26,657 mi.",4.3,(327 reviews),Used,$454 price drop,"$42,000",42000.0,1.0,327.0,454.0,26657.0,962.0,"['2019', 'Mercedes-Benz', 'C-Class', 'C', '300']",2019,Mercedes-Benz,"['C-Class', 'C', '300']"
74,2020 Mercedes-Benz CLA 250 Base,"16,761 mi.",3.7,(131 reviews),Mercedes-Benz Certified,"$1,500 price drop","$38,995",38995.0,0.0,131.0,1500.0,16761.0,1303.0,"['2020', 'Mercedes-Benz', 'CLA', '250', 'Base']",2020,Mercedes-Benz,"['CLA', '250', 'Base']"
76,2021 BMW X3 M AWD,"49,653 mi.",4.8,"(1,614 reviews)",Used,"$1,000 price drop","$73,980",73980.0,1.0,1614.0,1000.0,49653.0,1439.0,"['2021', 'BMW', 'X3', 'M', 'AWD']",2021,BMW,"['X3', 'M', 'AWD']"
77,2021 Mercedes-Benz AMG GLE 53 Base,"18,108 mi.",4.7,(155 reviews),Used,"$3,000 price drop","$88,998",88998.0,1.0,155.0,3000.0,18108.0,1589.0,"['2021', 'Mercedes-Benz', 'AMG', 'GLE', '53', 'Base']",2021,Mercedes-Benz,"['AMG', 'GLE', '53', 'Base']"
78,2020 Honda Accord Sport 1.5T,"6,356 mi.",4.0,(0 reviews),Used,$400 price drop,"$29,469",29469.0,1.0,0.0,400.0,6356.0,1199.0,"['2020', 'Honda', 'Accord', 'Sport', '1.5T']",2020,Honda,"['Accord', 'Sport', '1.5T']"
79,2019 INFINITI QX60 Luxe,"41,218 mi.",4.7,(445 reviews),Used,"$2,371 price drop","$30,446",30446.0,1.0,445.0,2371.0,41218.0,874.0,"['2019', 'INFINITI', 'QX60', 'Luxe']",2019,INFINITI,"['QX60', 'Luxe']"
80,2012 Ford Expedition EL King Ranch,"48,770 mi.",4.3,(0 reviews),Used,$497 price drop,"$15,999",15999.0,1.0,0.0,497.0,48770.0,67.0,"['2012', 'Ford', 'Expedition', 'EL', 'King', 'Ranch']",2012,Ford,"['Expedition', 'EL', 'King', 'Ranch']"
81,2017 Cadillac XT5 Luxury,"148,738 mi.",4.5,"(1,221 reviews)",Used,"$2,990 price drop","$24,497",24497.0,1.0,1221.0,2990.0,148738.0,358.0,"['2017', 'Cadillac', 'XT5', 'Luxury']",2017,Cadillac,"['XT5', 'Luxury']"
82,2020 Acura TLX V6 w/Technology Package,"85,658 mi.",4.4,(273 reviews),Used,"$1,558 price drop","$33,634",33634.0,1.0,273.0,1558.0,85658.0,1085.0,"['2020', 'Acura', 'TLX', 'V6', 'w/Technology', 'Package']",2020,Acura,"['TLX', 'V6', 'w/Technology', 'Package']"
83,2020 Jeep Grand Cherokee Limited,"34,181 mi.",4.9,"(2,421 reviews)",Used,$770 price drop,"$46,529",46529.0,1.0,2421.0,770.0,34181.0,1242.0,"['2020', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2020,Jeep,"['Grand', 'Cherokee', 'Limited']"
84,2020 RAM 1500 Limited,"15,277 mi.",4.4,(716 reviews),RAM Certified,$879 price drop,"$53,791",53791.0,0.0,716.0,879.0,15277.0,1344.0,"['2020', 'RAM', '1500', 'Limited']",2020,RAM,"['1500', 'Limited']"
85,2021 Porsche Macan Base,"23,151 mi.",4.8,(547 reviews),Used,"$2,084 price drop","$59,995",59995.0,1.0,547.0,2084.0,23151.0,1616.0,"['2021', 'Porsche', 'Macan', 'Base']",2021,Porsche,"['Macan', 'Base']"
86,2019 Mercedes-Benz GLC 300 Base 4MATIC,"16,357 mi.",4.8,"(1,087 reviews)",Used,"$1,000 price drop","$34,885",34885.0,1.0,1087.0,1000.0,16357.0,975.0,"['2019', 'Mercedes-Benz', 'GLC', '300', 'Base', '4MATIC']",2019,Mercedes-Benz,"['GLC', '300', 'Base', '4MATIC']"
87,2020 Lincoln Aviator Reserve AWD,"18,337 mi.",2.9,(158 reviews),Used,$995 price drop,"$59,962",59962.0,1.0,158.0,995.0,18337.0,1284.0,"['2020', 'Lincoln', 'Aviator', 'Reserve', 'AWD']",2020,Lincoln,"['Aviator', 'Reserve', 'AWD']"
88,2019 Chevrolet Traverse LS,"12,707 mi.",4.8,(121 reviews),Used,"$1,353 price drop","$29,881",29881.0,1.0,121.0,1353.0,12707.0,787.0,"['2019', 'Chevrolet', 'Traverse', 'LS']",2019,Chevrolet,"['Traverse', 'LS']"
89,2019 BMW M550 i Xdrive,"45,498 mi.",4.8,(42 reviews),Used,"$2,000 price drop","$43,948",43948.0,1.0,42.0,2000.0,45498.0,744.0,"['2019', 'BMW', 'M550', 'i', 'Xdrive']",2019,BMW,"['M550', 'i', 'Xdrive']"
90,2021 Porsche Macan GTS,"38,336 mi.",3.7,(479 reviews),Used,$400 price drop,"$86,996",86996.0,1.0,479.0,400.0,38336.0,1617.0,"['2021', 'Porsche', 'Macan', 'GTS']",2021,Porsche,"['Macan', 'GTS']"
91,2020 Tesla Model Y Long Range,"7,215 mi.",4.4,"(1,783 reviews)",Used,"$1,500 price drop","$66,900",66900.0,1.0,1783.0,1500.0,7215.0,1358.0,"['2020', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2020,Tesla,"['Model', 'Y', 'Long', 'Range']"
92,2020 Lexus IS 350 Base,"25,801 mi.",4.5,(54 reviews),Used,$450 price drop,"$27,999",27999.0,1.0,54.0,450.0,25801.0,1275.0,"['2020', 'Lexus', 'IS', '350', 'Base']",2020,Lexus,"['IS', '350', 'Base']"
93,2016 Acura ILX 2.4L,"20,577 mi.",4.8,(921 reviews),Used,"$1,154 price drop","$17,000",17000.0,1.0,921.0,1154.0,20577.0,239.0,"['2016', 'Acura', 'ILX', '2.4L']",2016,Acura,"['ILX', '2.4L']"
94,2017 Ford Escape Titanium,"67,492 mi.",3.2,(739 reviews),Used,$267 price drop,"$22,977",22977.0,1.0,739.0,267.0,67492.0,380.0,"['2017', 'Ford', 'Escape', 'Titanium']",2017,Ford,"['Escape', 'Titanium']"
95,2017 Lexus GX 460 Base,"57,282 mi.",4.7,(720 reviews),Used,"$2,243 price drop","$37,672",37672.0,1.0,720.0,2243.0,57282.0,439.0,"['2017', 'Lexus', 'GX', '460', 'Base']",2017,Lexus,"['GX', '460', 'Base']"
96,2019 Mazda CX-5 Touring,"81,060 mi.",4.1,(11 reviews),Used,$904 price drop,"$29,998",29998.0,1.0,11.0,904.0,81060.0,948.0,"['2019', 'Mazda', 'CX-5', 'Touring']",2019,Mazda,"['CX-5', 'Touring']"
97,2019 Mercedes-Benz C-Class C 300 4MATIC,"19,382 mi.",4.5,"(1,685 reviews)",Used,$360 price drop,"$35,992",35992.0,1.0,1685.0,360.0,19382.0,963.0,"['2019', 'Mercedes-Benz', 'C-Class', 'C', '300', '4MATIC']",2019,Mercedes-Benz,"['C-Class', 'C', '300', '4MATIC']"
98,2017 Ford Explorer XLT,"13,738 mi.",4.6,(8 reviews),Used,"$1,000 price drop","$26,998",26998.0,1.0,8.0,1000.0,13738.0,382.0,"['2017', 'Ford', 'Explorer', 'XLT']",2017,Ford,"['Explorer', 'XLT']"
99,2019 Mercedes-Benz AMG GLC 43 Base 4MATIC,"41,961 mi.",4.3,(660 reviews),Used,"$3,051 price drop","$51,477",51477.0,1.0,660.0,3051.0,41961.0,957.0,"['2019', 'Mercedes-Benz', 'AMG', 'GLC', '43', 'Base', '4MATIC']",2019,Mercedes-Benz,"['AMG', 'GLC', '43', 'Base', '4MATIC']"
100,2018 Mercedes-Benz AMG E 63 S 4MATIC,"14,210 mi.",4.0,"(1,038 reviews)",Mercedes-Benz Certified,"$1,930 price drop","$84,995",84995.0,0.0,1038.0,1930.0,14210.0,628.0,"['2018', 'Mercedes-Benz', 'AMG', 'E', '63', 'S', '4MATIC']",2018,Mercedes-Benz,"['AMG', 'E', '63', 'S', '4MATIC']"
101,2020 Lexus RX 450hL Base,"12,195 mi.",4.9,(97 reviews),Used,$900 price drop,"$56,500",56500.0,1.0,97.0,900.0,12195.0,1282.0,"['2020', 'Lexus', 'RX', '450hL', 'Base']",2020,Lexus,"['RX', '450hL', 'Base']"
