,Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price,Price_d,used,Reviews_d,price_drop,Mileages_d,group,test,year,Manufacture,model_name
1597,2019 Honda CR-V EX,"15,962 mi.",4.9,"(2,634 reviews)",Honda Certified,"$1,141 price drop","$32,490",32490.0,0.0,2634.0,1141.0,15962.0,841.0,"['2019', 'Honda', 'CR-V', 'EX']",2019,Honda,"['CR-V', 'EX']"
1598,2019 Volvo XC60 T6 R-Design,"12,185 mi.",4.9,"(2,114 reviews)",Volvo Certified,$341 price drop,"$45,200",45200.0,0.0,2114.0,341.0,12185.0,1068.0,"['2019', 'Volvo', 'XC60', 'T6', 'R-Design']",2019,Volvo,"['XC60', 'T6', 'R-Design']"
1599,2014 Mazda CX-5 Grand Touring,"30,748 mi.",4.6,"(1,179 reviews)",Used,$197 price drop,"$20,998",20998.0,1.0,1179.0,197.0,30748.0,147.0,"['2014', 'Mazda', 'CX-5', 'Grand', 'Touring']",2014,Mazda,"['CX-5', 'Grand', 'Touring']"
1600,2021 Tesla Model Y Long Range,"63,001 mi.",4.6,(587 reviews),Used,"$1,600 price drop","$69,994",69994.0,1.0,587.0,1600.0,63001.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
1601,2018 Toyota Mirai Base,"11,499 mi.",4.4,(403 reviews),Toyota Certified,$107 price drop,"$17,995",17995.0,0.0,403.0,107.0,11499.0,682.0,"['2018', 'Toyota', 'Mirai', 'Base']",2018,Toyota,"['Mirai', 'Base']"
1602,2016 Mercedes-Benz S-Class S 550 4MATIC,"41,463 mi.",4.8,(651 reviews),Used,$500 price drop,"$46,800",46800.0,1.0,651.0,500.0,41463.0,313.0,"['2016', 'Mercedes-Benz', 'S-Class', 'S', '550', '4MATIC']",2016,Mercedes-Benz,"['S-Class', 'S', '550', '4MATIC']"
1603,2019 BMW X3 xDrive30i,"53,020 mi.",4.6,(367 reviews),BMW Certified,$299 price drop,"$43,500",43500.0,0.0,367.0,299.0,53020.0,754.0,"['2019', 'BMW', 'X3', 'xDrive30i']",2019,BMW,"['X3', 'xDrive30i']"
1604,2019 Toyota Tundra SR5,"15,958 mi.",3.9,(182 reviews),Used,"$2,462 price drop","$45,252",45252.0,1.0,182.0,2462.0,15958.0,1047.0,"['2019', 'Toyota', 'Tundra', 'SR5']",2019,Toyota,"['Tundra', 'SR5']"
1605,2020 Mazda CX-5 Grand Touring,"24,825 mi.",4.8,"(1,250 reviews)",Used,$668 price drop,"$32,998",32998.0,1.0,1250.0,668.0,24825.0,1290.0,"['2020', 'Mazda', 'CX-5', 'Grand', 'Touring']",2020,Mazda,"['CX-5', 'Grand', 'Touring']"
1606,2019 Toyota Camry SE,"11,754 mi.",4.7,"(2,623 reviews)",Used,$477 price drop,"$23,726",23726.0,1.0,2623.0,477.0,11754.0,1032.0,"['2019', 'Toyota', 'Camry', 'SE']",2019,Toyota,"['Camry', 'SE']"
1607,2019 Honda CR-V EX-L,"22,157 mi.",4.6,"(1,093 reviews)",Used,$243 price drop,"$30,900",30900.0,1.0,1093.0,243.0,22157.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
1608,2019 Cadillac CT6 3.6L Premium Luxury,"41,071 mi.",4.9,(237 reviews),Used,"$2,268 price drop","$42,500",42500.0,1.0,237.0,2268.0,41071.0,767.0,"['2019', 'Cadillac', 'CT6', '3.6L', 'Premium', 'Luxury']",2019,Cadillac,"['CT6', '3.6L', 'Premium', 'Luxury']"
1609,2020 Ford Escape Titanium,"37,718 mi.",4.8,"(1,299 reviews)",Used,$500 price drop,"$31,500",31500.0,1.0,1299.0,500.0,37718.0,1164.0,"['2020', 'Ford', 'Escape', 'Titanium']",2020,Ford,"['Escape', 'Titanium']"
1610,2021 Toyota Camry SE,"42,954 mi.",4.9,(350 reviews),Used,$809 price drop,"$28,509",28509.0,1.0,350.0,809.0,42954.0,1644.0,"['2021', 'Toyota', 'Camry', 'SE']",2021,Toyota,"['Camry', 'SE']"
1611,2019 Ford F-450 Platinum,"39,772 mi.",4.5,(877 reviews),Used,$603 price drop,"$93,888",93888.0,1.0,877.0,603.0,39772.0,818.0,"['2019', 'Ford', 'F-450', 'Platinum']",2019,Ford,"['F-450', 'Platinum']"
1612,2019 BMW X5 xDrive40i,"37,754 mi.",4.5,(817 reviews),BMW Certified,$117 price drop,"$52,998",52998.0,0.0,817.0,117.0,37754.0,757.0,"['2019', 'BMW', 'X5', 'xDrive40i']",2019,BMW,"['X5', 'xDrive40i']"
1613,2018 Lincoln Navigator L Select,"46,717 mi.",4.8,(711 reviews),Used,"$1,000 price drop","$59,962",59962.0,1.0,711.0,1000.0,46717.0,621.0,"['2018', 'Lincoln', 'Navigator', 'L', 'Select']",2018,Lincoln,"['Navigator', 'L', 'Select']"
1614,2020 Kia Sportage LX,"18,286 mi.",3.7,(117 reviews),Used,$805 price drop,"$28,852",28852.0,1.0,117.0,805.0,18286.0,1252.0,"['2020', 'Kia', 'Sportage', 'LX']",2020,Kia,"['Sportage', 'LX']"
1616,2020 Jeep Grand Cherokee Limited,"20,843 mi.",4.9,"(4,719 reviews)",Used,"$2,105 price drop","$41,675",41675.0,1.0,4719.0,2105.0,20843.0,1242.0,"['2020', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2020,Jeep,"['Grand', 'Cherokee', 'Limited']"
1617,2018 Toyota 4Runner Limited,"24,980 mi.",4.8,(612 reviews),Used,$482 price drop,"$41,000",41000.0,1.0,612.0,482.0,24980.0,675.0,"['2018', 'Toyota', '4Runner', 'Limited']",2018,Toyota,"['4Runner', 'Limited']"
1618,2020 Honda CR-V EX-L,"59,895 mi.",4.3,"(1,037 reviews)",Used,"$2,145 price drop","$35,760",35760.0,1.0,1037.0,2145.0,59895.0,1201.0,"['2020', 'Honda', 'CR-V', 'EX-L']",2020,Honda,"['CR-V', 'EX-L']"
1619,2019 Mercedes-Benz GLC 300 Base 4MATIC,"30,613 mi.",4.6,(421 reviews),Used,$323 price drop,"$39,540",39540.0,1.0,421.0,323.0,30613.0,975.0,"['2019', 'Mercedes-Benz', 'GLC', '300', 'Base', '4MATIC']",2019,Mercedes-Benz,"['GLC', '300', 'Base', '4MATIC']"
1620,2018 Volkswagen Atlas 3.6L SEL,"11,665 mi.",4.4,(181 reviews),Used,$200 price drop,"$35,125",35125.0,1.0,181.0,200.0,11665.0,690.0,"['2018', 'Volkswagen', 'Atlas', '3.6L', 'SEL']",2018,Volkswagen,"['Atlas', '3.6L', 'SEL']"
1621,2018 Mitsubishi Outlander SE,"47,315 mi.",4.0,(149 reviews),Used,"$1,000 price drop","$18,998",18998.0,1.0,149.0,1000.0,47315.0,643.0,"['2018', 'Mitsubishi', 'Outlander', 'SE']",2018,Mitsubishi,"['Outlander', 'SE']"
1622,2014 Dodge Durango Citadel,"57,264 mi.",4.4,(193 reviews),Used,"$1,000 price drop","$25,894",25894.0,1.0,193.0,1000.0,57264.0,125.0,"['2014', 'Dodge', 'Durango', 'Citadel']",2014,Dodge,"['Durango', 'Citadel']"
1623,2018 Volvo XC60 T6 Momentum,"66,821 mi.",4.3,(131 reviews),Used,$450 price drop,"$34,507",34507.0,1.0,131.0,450.0,66821.0,697.0,"['2018', 'Volvo', 'XC60', 'T6', 'Momentum']",2018,Volvo,"['XC60', 'T6', 'Momentum']"
1624,2020 Land Rover Range Rover Sport 3.0 Supercharged HST,"46,967 mi.",4.2,(176 reviews),Used,"$1,079 price drop","$83,350",83350.0,1.0,176.0,1079.0,46967.0,1267.0,"['2020', 'Land', 'Rover', 'Range', 'Rover', 'Sport', '3.0', 'Supercharged', 'HST']",2020,Land,"['Rover', 'Range', 'Rover', 'Sport', '3.0', 'Supercharged', 'HST']"
1625,2020 GMC Acadia SLT,"22,058 mi.",4.6,(304 reviews),Used,$427 price drop,"$31,000",31000.0,1.0,304.0,427.0,22058.0,1188.0,"['2020', 'GMC', 'Acadia', 'SLT']",2020,GMC,"['Acadia', 'SLT']"
1626,2019 Volkswagen Tiguan 2.0T SE,"67,477 mi.",4.4,(175 reviews),Used,$500 price drop,"$22,488",22488.0,1.0,175.0,500.0,67477.0,1056.0,"['2019', 'Volkswagen', 'Tiguan', '2.0T', 'SE']",2019,Volkswagen,"['Tiguan', '2.0T', 'SE']"
1627,2020 BMW M5 Base,"26,765 mi.",3.8,(57 reviews),Used,"$2,542 price drop","$87,000",87000.0,1.0,57.0,2542.0,26765.0,1100.0,"['2020', 'BMW', 'M5', 'Base']",2020,BMW,"['M5', 'Base']"
1628,2019 Mercedes-Benz CLA 250 Base 4MATIC,"30,072 mi.",4.7,(217 reviews),Used,"$4,403 price drop","$32,900",32900.0,1.0,217.0,4403.0,30072.0,965.0,"['2019', 'Mercedes-Benz', 'CLA', '250', 'Base', '4MATIC']",2019,Mercedes-Benz,"['CLA', '250', 'Base', '4MATIC']"
1629,2014 Mercedes-Benz E-Class E 350 4MATIC,"30,174 mi.",4.1,(882 reviews),Used,$868 price drop,"$21,499",21499.0,1.0,882.0,868.0,30174.0,152.0,"['2014', 'Mercedes-Benz', 'E-Class', 'E', '350', '4MATIC']",2014,Mercedes-Benz,"['E-Class', 'E', '350', '4MATIC']"
1630,2019 Toyota RAV4 LE,"86,859 mi.",4.0,(382 reviews),Used,$501 price drop,"$31,997",31997.0,1.0,382.0,501.0,86859.0,1042.0,"['2019', 'Toyota', 'RAV4', 'LE']",2019,Toyota,"['RAV4', 'LE']"
1631,2021 Audi Q3 45 S line Premium,"22,411 mi.",4.8,(609 reviews),Used,"$1,928 price drop","$38,995",38995.0,1.0,609.0,1928.0,22411.0,1416.0,"['2021', 'Audi', 'Q3', '45', 'S', 'line', 'Premium']",2021,Audi,"['Q3', '45', 'S', 'line', 'Premium']"
1632,2020 Nissan Pathfinder SL,"12,300 mi.",5.0,(2 reviews),Used,"$2,195 price drop","$31,908",31908.0,1.0,2.0,2195.0,12300.0,1328.0,"['2020', 'Nissan', 'Pathfinder', 'SL']",2020,Nissan,"['Pathfinder', 'SL']"
1633,2021 Jeep Grand Cherokee Limited,"58,997 mi.",4.6,(722 reviews),Used,"$1,320 price drop","$44,950",44950.0,1.0,722.0,1320.0,58997.0,1537.0,"['2021', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2021,Jeep,"['Grand', 'Cherokee', 'Limited']"
1634,2021 Volkswagen Tiguan 2.0T S,"17,335 mi.",4.8,(652 reviews),Used,$400 price drop,"$25,497",25497.0,1.0,652.0,400.0,17335.0,1681.0,"['2021', 'Volkswagen', 'Tiguan', '2.0T', 'S']",2021,Volkswagen,"['Tiguan', '2.0T', 'S']"
1635,2020 Volvo S90 T6 R-Design,"16,972 mi.",4.7,"(1,680 reviews)",Volvo Certified,$500 price drop,"$50,962",50962.0,0.0,1680.0,500.0,16972.0,1394.0,"['2020', 'Volvo', 'S90', 'T6', 'R-Design']",2020,Volvo,"['S90', 'T6', 'R-Design']"
1636,2018 Lexus GX 460 Base,"19,750 mi.",5.0,(9 reviews),Used,"$1,000 price drop","$46,988",46988.0,1.0,9.0,1000.0,19750.0,614.0,"['2018', 'Lexus', 'GX', '460', 'Base']",2018,Lexus,"['GX', '460', 'Base']"
1637,2020 Land Rover Range Rover Evoque S,"17,588 mi.",4.5,(811 reviews),Used,$494 price drop,"$43,995",43995.0,1.0,811.0,494.0,17588.0,1263.0,"['2020', 'Land', 'Rover', 'Range', 'Rover', 'Evoque', 'S']",2020,Land,"['Rover', 'Range', 'Rover', 'Evoque', 'S']"
1638,2021 Kia Sorento LX,"18,239 mi.",4.6,(675 reviews),Used,$950 price drop,"$32,490",32490.0,1.0,675.0,950.0,18239.0,1549.0,"['2021', 'Kia', 'Sorento', 'LX']",2021,Kia,"['Sorento', 'LX']"
1639,2017 Subaru Outback 2.5i Premium,"44,986 mi.",4.9,(467 reviews),Used,$305 price drop,"$23,500",23500.0,1.0,467.0,305.0,44986.0,480.0,"['2017', 'Subaru', 'Outback', '2.5i', 'Premium']",2017,Subaru,"['Outback', '2.5i', 'Premium']"
1640,2021 Tesla Model Y Long Range,"81,604 mi.",4.8,"(1,783 reviews)",Used,"$1,910 price drop","$68,900",68900.0,1.0,1783.0,1910.0,81604.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
1641,2015 Mercedes-Benz G-Class G 550,"19,048 mi.",4.6,(404 reviews),Used,"$1,344 price drop","$88,595",88595.0,1.0,404.0,1344.0,19048.0,217.0,"['2015', 'Mercedes-Benz', 'G-Class', 'G', '550']",2015,Mercedes-Benz,"['G-Class', 'G', '550']"
1642,2019 BMW X5 xDrive40i,"26,286 mi.",4.8,"(1,215 reviews)",Used,$300 price drop,"$51,873",51873.0,1.0,1215.0,300.0,26286.0,757.0,"['2019', 'BMW', 'X5', 'xDrive40i']",2019,BMW,"['X5', 'xDrive40i']"
1643,2020 Lexus NX 300 Base,"41,033 mi.",4.5,(754 reviews),Used,$256 price drop,"$33,444",33444.0,1.0,754.0,256.0,41033.0,1276.0,"['2020', 'Lexus', 'NX', '300', 'Base']",2020,Lexus,"['NX', '300', 'Base']"
1644,2021 RAM 1500 Laramie,"35,821 mi.",4.8,"(1,147 reviews)",Used,$900 price drop,"$49,498",49498.0,1.0,1147.0,900.0,35821.0,1620.0,"['2021', 'RAM', '1500', 'Laramie']",2021,RAM,"['1500', 'Laramie']"
1645,2018 Toyota RAV4 LE,"15,249 mi.",4.7,"(1,138 reviews)",Used,"$1,208 price drop","$23,994",23994.0,1.0,1138.0,1208.0,15249.0,683.0,"['2018', 'Toyota', 'RAV4', 'LE']",2018,Toyota,"['RAV4', 'LE']"
1646,2018 Ford Edge Titanium,"82,983 mi.",5.0,(1 review),Used,$780 price drop,"$22,984",22984.0,1.0,1.0,780.0,82983.0,558.0,"['2018', 'Ford', 'Edge', 'Titanium']",2018,Ford,"['Edge', 'Titanium']"
1647,2021 Toyota Highlander XLE,"89,196 mi.",4.7,(919 reviews),Used,"$1,100 price drop","$45,980",45980.0,1.0,919.0,1100.0,89196.0,1653.0,"['2021', 'Toyota', 'Highlander', 'XLE']",2021,Toyota,"['Highlander', 'XLE']"
1648,2020 Mercedes-Benz GLC 300 Base,"20,713 mi.",3.9,(55 reviews),Mercedes-Benz Certified,"$2,790 price drop","$42,800",42800.0,0.0,55.0,2790.0,20713.0,1312.0,"['2020', 'Mercedes-Benz', 'GLC', '300', 'Base']",2020,Mercedes-Benz,"['GLC', '300', 'Base']"
1649,2019 Porsche Macan S,"15,622 mi.",4.8,(548 reviews),Used,"$1,000 price drop","$65,500",65500.0,1.0,548.0,1000.0,15622.0,1003.0,"['2019', 'Porsche', 'Macan', 'S']",2019,Porsche,"['Macan', 'S']"
1650,2020 Acura MDX 3.5L w/Technology Package,"15,743 mi.",4.8,(886 reviews),Used,$960 price drop,"$40,450",40450.0,1.0,886.0,960.0,15743.0,1076.0,"['2020', 'Acura', 'MDX', '3.5L', 'w/Technology', 'Package']",2020,Acura,"['MDX', '3.5L', 'w/Technology', 'Package']"
1651,2010 Mercedes-Benz E-Class E 350,"37,230 mi.",4.4,"(1,008 reviews)",Used,"$2,700 price drop","$17,498",17498.0,1.0,1008.0,2700.0,37230.0,40.0,"['2010', 'Mercedes-Benz', 'E-Class', 'E', '350']",2010,Mercedes-Benz,"['E-Class', 'E', '350']"
1652,2012 BMW X5 xDrive35i,"59,829 mi.",4.6,"(1,179 reviews)",Used,"$1,209 price drop","$14,850",14850.0,1.0,1179.0,1209.0,59829.0,60.0,"['2012', 'BMW', 'X5', 'xDrive35i']",2012,BMW,"['X5', 'xDrive35i']"
1653,2021 Toyota Highlander Platinum,"122,000 mi.",4.5,(836 reviews),Used,$770 price drop,"$53,998",53998.0,1.0,836.0,770.0,122000.0,1652.0,"['2021', 'Toyota', 'Highlander', 'Platinum']",2021,Toyota,"['Highlander', 'Platinum']"
1654,2019 Ford F-150 Lariat,"16,706 mi.",4.6,(598 reviews),Used,$951 price drop,"$45,000",45000.0,1.0,598.0,951.0,16706.0,813.0,"['2019', 'Ford', 'F-150', 'Lariat']",2019,Ford,"['F-150', 'Lariat']"
1655,2020 Jeep Grand Cherokee Limited,"49,851 mi.",4.8,"(1,790 reviews)",Jeep Certified,"$4,000 price drop","$37,997",37997.0,0.0,1790.0,4000.0,49851.0,1242.0,"['2020', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2020,Jeep,"['Grand', 'Cherokee', 'Limited']"
1656,2020 Mercedes-Benz GLE 350 Base 4MATIC,"52,750 mi.",4.7,"(7,193 reviews)",Used,"$1,182 price drop","$55,998",55998.0,1.0,7193.0,1182.0,52750.0,1315.0,"['2020', 'Mercedes-Benz', 'GLE', '350', 'Base', '4MATIC']",2020,Mercedes-Benz,"['GLE', '350', 'Base', '4MATIC']"
1657,2021 Jeep Wrangler Unlimited Rubicon 392,"35,362 mi.",4.5,"(1,137 reviews)",Used,"$1,000 price drop","$86,999",86999.0,1.0,1137.0,1000.0,35362.0,1542.0,"['2021', 'Jeep', 'Wrangler', 'Unlimited', 'Rubicon', '392']",2021,Jeep,"['Wrangler', 'Unlimited', 'Rubicon', '392']"
1658,2017 Subaru Forester 2.0XT Premium,"19,867 mi.",4.5,(228 reviews),Used,"$1,004 price drop","$23,853",23853.0,1.0,228.0,1004.0,19867.0,473.0,"['2017', 'Subaru', 'Forester', '2.0XT', 'Premium']",2017,Subaru,"['Forester', '2.0XT', 'Premium']"
1659,2019 Volkswagen Atlas 3.6L SE w/Technology,"69,690 mi.",4.8,(52 reviews),Used,$254 price drop,"$33,699",33699.0,1.0,52.0,254.0,69690.0,1049.0,"['2019', 'Volkswagen', 'Atlas', '3.6L', 'SE', 'w/Technology']",2019,Volkswagen,"['Atlas', '3.6L', 'SE', 'w/Technology']"
1660,2019 Ford Escape Titanium,"49,957 mi.",4.8,"(2,794 reviews)",Used,$545 price drop,"$29,608",29608.0,1.0,2794.0,545.0,49957.0,806.0,"['2019', 'Ford', 'Escape', 'Titanium']",2019,Ford,"['Escape', 'Titanium']"
1661,2019 Lexus GX 460 Base,"21,438 mi.",4.9,"(7,923 reviews)",Used,$533 price drop,"$39,590",39590.0,1.0,7923.0,533.0,21438.0,916.0,"['2019', 'Lexus', 'GX', '460', 'Base']",2019,Lexus,"['GX', '460', 'Base']"
1662,2017 Jeep Grand Cherokee Limited,"47,120 mi.",4.6,"(1,752 reviews)",Used,"$2,999 price drop","$30,000",30000.0,1.0,1752.0,2999.0,47120.0,421.0,"['2017', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2017,Jeep,"['Grand', 'Cherokee', 'Limited']"
1663,2019 BMW M550 i xDrive,"46,789 mi.",4.7,"(6,038 reviews)",BMW Certified,"$1,100 price drop","$56,999",56999.0,0.0,6038.0,1100.0,46789.0,745.0,"['2019', 'BMW', 'M550', 'i', 'xDrive']",2019,BMW,"['M550', 'i', 'xDrive']"
1664,2021 Honda Pilot Special Edition,"39,317 mi.",4.8,(597 reviews),Used,"$1,000 price drop","$39,477",39477.0,1.0,597.0,1000.0,39317.0,1518.0,"['2021', 'Honda', 'Pilot', 'Special', 'Edition']",2021,Honda,"['Pilot', 'Special', 'Edition']"
1666,2019 Honda CR-V EX-L,"24,231 mi.",4.6,(109 reviews),Honda Certified,$218 price drop,"$38,000",38000.0,0.0,109.0,218.0,24231.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
1667,2020 INFINITI QX60 Luxe,"23,193 mi.",4.6,(680 reviews),Used,$100 price drop,"$37,894",37894.0,1.0,680.0,100.0,23193.0,1229.0,"['2020', 'INFINITI', 'QX60', 'Luxe']",2020,INFINITI,"['QX60', 'Luxe']"
1668,2018 Toyota 4Runner Limited,"21,702 mi.",4.7,(459 reviews),Toyota Certified,$553 price drop,"$43,500",43500.0,0.0,459.0,553.0,21702.0,675.0,"['2018', 'Toyota', '4Runner', 'Limited']",2018,Toyota,"['4Runner', 'Limited']"
1669,2019 Honda CR-V EX-L,"49,639 mi.",4.6,(143 reviews),Honda Certified,"$1,000 price drop","$33,535",33535.0,0.0,143.0,1000.0,49639.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
1670,2019 Toyota RAV4 LE,"30,488 mi.",3.2,(154 reviews),Used,"$1,100 price drop","$30,411",30411.0,1.0,154.0,1100.0,30488.0,1042.0,"['2019', 'Toyota', 'RAV4', 'LE']",2019,Toyota,"['RAV4', 'LE']"
1671,2022 Genesis GV70 2.5T,"18,619 mi.",4.9,"(1,391 reviews)",Used,$203 price drop,"$52,895",52895.0,1.0,1391.0,203.0,18619.0,1705.0,"['2022', 'Genesis', 'GV70', '2.5T']",2022,Genesis,"['GV70', '2.5T']"
1672,2018 Subaru Outback 2.5i Limited,"17,156 mi.",4.6,(172 reviews),Used,"$4,438 price drop","$28,935",28935.0,1.0,172.0,4438.0,17156.0,666.0,"['2018', 'Subaru', 'Outback', '2.5i', 'Limited']",2018,Subaru,"['Outback', '2.5i', 'Limited']"
1673,2019 Nissan Rogue SL,"46,311 mi.",4.7,"(1,567 reviews)",Used,$190 price drop,"$25,000",25000.0,1.0,1567.0,190.0,46311.0,994.0,"['2019', 'Nissan', 'Rogue', 'SL']",2019,Nissan,"['Rogue', 'SL']"
1674,2021 GMC Yukon Denali,"42,092 mi.",4.6,"(1,092 reviews)",Used,$182 price drop,"$89,971",89971.0,1.0,1092.0,182.0,42092.0,1501.0,"['2021', 'GMC', 'Yukon', 'Denali']",2021,GMC,"['Yukon', 'Denali']"
1675,2021 Mercedes-Benz GLA 250 Base,"14,456 mi.",4.9,"(1,654 reviews)",Used,"$3,999 price drop","$43,894",43894.0,1.0,1654.0,3999.0,14456.0,1595.0,"['2021', 'Mercedes-Benz', 'GLA', '250', 'Base']",2021,Mercedes-Benz,"['GLA', '250', 'Base']"
1676,2019 Aston Martin DB11 Volante,"13,407 mi.",4.7,(658 reviews),Aston Martin Certified,$977 price drop,"$195,900",195900.0,0.0,658.0,977.0,13407.0,713.0,"['2019', 'Aston', 'Martin', 'DB11', 'Volante']",2019,Aston,"['Martin', 'DB11', 'Volante']"
1677,2019 Audi Q7 55 Prestige,"12,398 mi.",4.5,(754 reviews),Used,$500 price drop,"$53,892",53892.0,1.0,754.0,500.0,12398.0,724.0,"['2019', 'Audi', 'Q7', '55', 'Prestige']",2019,Audi,"['Q7', '55', 'Prestige']"
1678,2019 Cadillac XT4 Sport,"32,054 mi.",4.8,(808 reviews),Used,$817 price drop,"$35,888",35888.0,1.0,808.0,817.0,32054.0,772.0,"['2019', 'Cadillac', 'XT4', 'Sport']",2019,Cadillac,"['XT4', 'Sport']"
1679,2017 BMW 330 i,"18,257 mi.",4.5,(811 reviews),Used,$300 price drop,"$26,995",26995.0,1.0,811.0,300.0,18257.0,348.0,"['2017', 'BMW', '330', 'i']",2017,BMW,"['330', 'i']"
1680,2019 Honda Ridgeline RTL-E,"47,940 mi.",4.8,"(1,077 reviews)",Used,$504 price drop,"$36,716",36716.0,1.0,1077.0,504.0,47940.0,861.0,"['2019', 'Honda', 'Ridgeline', 'RTL-E']",2019,Honda,"['Ridgeline', 'RTL-E']"
1681,2019 Cadillac XT5 Luxury,"52,750 mi.",3.7,(240 reviews),Cadillac Certified,"$1,295 price drop","$35,550",35550.0,0.0,240.0,1295.0,52750.0,773.0,"['2019', 'Cadillac', 'XT5', 'Luxury']",2019,Cadillac,"['XT5', 'Luxury']"
1682,2020 Honda CR-V EX-L,"31,187 mi.",3.9,(236 reviews),Used,$400 price drop,"$33,543",33543.0,1.0,236.0,400.0,31187.0,1201.0,"['2020', 'Honda', 'CR-V', 'EX-L']",2020,Honda,"['CR-V', 'EX-L']"
1683,2021 Toyota Supra 3.0 Premium,"30,939 mi.",4.3,"(1,180 reviews)",Used,$636 price drop,"$57,220",57220.0,1.0,1180.0,636.0,30939.0,1665.0,"['2021', 'Toyota', 'Supra', '3.0', 'Premium']",2021,Toyota,"['Supra', '3.0', 'Premium']"
1684,2020 Ford Edge SEL,"10,233 mi.",4.8,"(3,952 reviews)",Ford Certified,$497 price drop,"$27,995",27995.0,0.0,3952.0,497.0,10233.0,1158.0,"['2020', 'Ford', 'Edge', 'SEL']",2020,Ford,"['Edge', 'SEL']"
1685,2020 Lexus GX 460 Base,"63,261 mi.",4.7,(734 reviews),Used,$992 price drop,"$51,990",51990.0,1.0,734.0,992.0,63261.0,1273.0,"['2020', 'Lexus', 'GX', '460', 'Base']",2020,Lexus,"['GX', '460', 'Base']"
1686,2015 Nissan Pathfinder SL,"26,787 mi.",4.4,(746 reviews),Used,"$2,000 price drop","$19,381",19381.0,1.0,746.0,2000.0,26787.0,225.0,"['2015', 'Nissan', 'Pathfinder', 'SL']",2015,Nissan,"['Pathfinder', 'SL']"
1687,2021 Chevrolet Corvette Stingray w/2LT,"84,962 mi.",4.7,"(1,559 reviews)",Used,"$3,609 price drop","$98,982",98982.0,1.0,1559.0,3609.0,84962.0,1456.0,"['2021', 'Chevrolet', 'Corvette', 'Stingray', 'w/2LT']",2021,Chevrolet,"['Corvette', 'Stingray', 'w/2LT']"
1688,2021 Nissan Rogue SV,"8,767 mi.",4.9,"(4,719 reviews)",Used,$500 price drop,"$35,525",35525.0,1.0,4719.0,500.0,8767.0,1610.0,"['2021', 'Nissan', 'Rogue', 'SV']",2021,Nissan,"['Rogue', 'SV']"
1689,2018 Honda CR-V EX-L,"13,424 mi.",4.8,(301 reviews),Used,"$1,000 price drop","$29,900",29900.0,1.0,301.0,1000.0,13424.0,578.0,"['2018', 'Honda', 'CR-V', 'EX-L']",2018,Honda,"['CR-V', 'EX-L']"
1690,2019 Audi SQ5 Premium Plus,"59,663 mi.",4.6,(238 reviews),Used,"$2,750 price drop","$51,987",51987.0,1.0,238.0,2750.0,59663.0,730.0,"['2019', 'Audi', 'SQ5', 'Premium', 'Plus']",2019,Audi,"['SQ5', 'Premium', 'Plus']"
1691,2014 INFINITI Q60 Base,"26,750 mi.",3.9,(143 reviews),Used,$468 price drop,"$24,900",24900.0,1.0,143.0,468.0,26750.0,136.0,"['2014', 'INFINITI', 'Q60', 'Base']",2014,INFINITI,"['Q60', 'Base']"
1692,2019 Hyundai Santa Fe SEL 2.4,"57,648 mi.",4.8,(438 reviews),Used,"$1,000 price drop","$24,285",24285.0,1.0,438.0,1000.0,57648.0,866.0,"['2019', 'Hyundai', 'Santa', 'Fe', 'SEL', '2.4']",2019,Hyundai,"['Santa', 'Fe', 'SEL', '2.4']"
1693,2019 Honda CR-V EX,"41,190 mi.",4.6,"(1,436 reviews)",Honda Certified,"$3,000 price drop","$30,500",30500.0,0.0,1436.0,3000.0,41190.0,841.0,"['2019', 'Honda', 'CR-V', 'EX']",2019,Honda,"['CR-V', 'EX']"
1694,2021 Acura TLX A-Spec,"16,479 mi.",4.9,"(2,268 reviews)",Used,"$1,500 price drop","$45,750",45750.0,1.0,2268.0,1500.0,16479.0,1407.0,"['2021', 'Acura', 'TLX', 'A-Spec']",2021,Acura,"['TLX', 'A-Spec']"
1695,2020 RAM 1500 Limited,"16,033 mi.",4.6,(174 reviews),Used,$270 price drop,"$56,326",56326.0,1.0,174.0,270.0,16033.0,1344.0,"['2020', 'RAM', '1500', 'Limited']",2020,RAM,"['1500', 'Limited']"
1696,2019 Audi SQ5 Premium Plus,"15,636 mi.",4.6,(238 reviews),Used,$500 price drop,"$47,230",47230.0,1.0,238.0,500.0,15636.0,730.0,"['2019', 'Audi', 'SQ5', 'Premium', 'Plus']",2019,Audi,"['SQ5', 'Premium', 'Plus']"
